@relation 'as.data.frame(data)'
@attribute 'sepallength' numeric
@attribute 'sepalwidth' numeric
@attribute 'petallength' numeric
@attribute 'petalwidth' numeric
@attribute 'class' {'Iris-setosa','Iris-versicolor','Iris-virginica'}
@data
5.11333333333333,3.89333333333333,1.56,0.16,"Iris-setosa"
5.45333333333333,3.89333333333333,1.44666666666667,0.2,"Iris-setosa"
4.94666666666667,3.04666666666667,1.56,0.16,"Iris-setosa"
4.94666666666667,3.16666666666667,1.28,0.2,"Iris-setosa"
5.45333333333333,3.48,1.28,0.2,"Iris-setosa"
4.94666666666667,3.04666666666667,1.56,0.16,"Iris-setosa"
4.6,3,1.28,0.2,"Iris-setosa"
5.11333333333333,3.48,1.56,0.2,"Iris-setosa"
4.94666666666667,3.48,1.28,0.3,"Iris-setosa"
4.6,2.33333333333333,1.28,0.3,"Iris-setosa"
4.6,3.16666666666667,1.28,0.2,"Iris-setosa"
4.94666666666667,3.48,1.56,0.84,"Iris-setosa"
5.11333333333333,3.89333333333333,2.96,0.84,"Iris-setosa"
4.94666666666667,3,1.44666666666667,0.3,"Iris-setosa"
5.11333333333333,3.89333333333333,1.56,0.3,"Iris-setosa"
4.6,3.16666666666667,1.44666666666667,0.3,"Iris-setosa"
5.45333333333333,3.89333333333333,1.56,0.3,"Iris-setosa"
4.94666666666667,3.32,1.44666666666667,0.3,"Iris-setosa"
7.36666666666667,3.16666666666667,4.81333333333333,1.40666666666667,"Iris-versicolor"
6.41333333333333,3.16666666666667,4.49333333333333,1.40666666666667,"Iris-versicolor"
6.73333333333333,3.04666666666667,4.81333333333333,1.40666666666667,"Iris-versicolor"
5.45333333333333,2.33333333333333,4.10666666666667,1.26666666666667,"Iris-versicolor"
6.41333333333333,2.78,4.49333333333333,1.40666666666667,"Iris-versicolor"
5.68,2.78,4.49333333333333,1.26666666666667,"Iris-versicolor"
6.20666666666667,3.32,4.81333333333333,1.57333333333333,"Iris-versicolor"
4.94666666666667,2.33333333333333,2.96,0.84,"Iris-versicolor"
6.73333333333333,2.90666666666667,4.49333333333333,1.26666666666667,"Iris-versicolor"
5.11333333333333,2.61333333333333,2.96,1.40666666666667,"Iris-versicolor"
5.11333333333333,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.92,3,4.10666666666667,1.40666666666667,"Iris-versicolor"
5.92,2.33333333333333,4.10666666666667,0.84,"Iris-versicolor"
5.92,2.90666666666667,4.81333333333333,1.40666666666667,"Iris-versicolor"
5.45333333333333,2.90666666666667,2.96,1.26666666666667,"Iris-versicolor"
6.73333333333333,3.04666666666667,4.49333333333333,1.40666666666667,"Iris-versicolor"
5.68,3,4.49333333333333,1.57333333333333,"Iris-versicolor"
5.68,2.61333333333333,4.10666666666667,0.84,"Iris-versicolor"
6.20666666666667,2.33333333333333,4.49333333333333,1.57333333333333,"Iris-versicolor"
5.68,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.92,3.16666666666667,4.81333333333333,1.57333333333333,"Iris-versicolor"
6.20666666666667,2.78,4.10666666666667,1.26666666666667,"Iris-versicolor"
6.20666666666667,2.33333333333333,4.81333333333333,1.57333333333333,"Iris-versicolor"
6.20666666666667,2.78,4.81333333333333,1.26666666666667,"Iris-versicolor"
6.41333333333333,2.90666666666667,4.10666666666667,1.26666666666667,"Iris-versicolor"
6.73333333333333,3,4.49333333333333,1.40666666666667,"Iris-versicolor"
6.73333333333333,2.78,4.81333333333333,1.40666666666667,"Iris-versicolor"
6.73333333333333,3,4.81333333333333,1.57333333333333,"Iris-versicolor"
5.92,2.90666666666667,4.49333333333333,1.57333333333333,"Iris-versicolor"
5.68,2.61333333333333,2.96,0.84,"Iris-versicolor"
5.45333333333333,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.45333333333333,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.92,2.61333333333333,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.92,2.61333333333333,5.12,1.57333333333333,"Iris-versicolor"
5.45333333333333,3,4.49333333333333,1.57333333333333,"Iris-versicolor"
5.92,3.48,4.49333333333333,1.57333333333333,"Iris-versicolor"
6.73333333333333,3.16666666666667,4.81333333333333,1.57333333333333,"Iris-versicolor"
6.20666666666667,2.33333333333333,4.49333333333333,1.26666666666667,"Iris-versicolor"
5.68,3,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.45333333333333,2.33333333333333,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.45333333333333,2.61333333333333,4.49333333333333,1.26666666666667,"Iris-versicolor"
6.20666666666667,3,4.49333333333333,1.40666666666667,"Iris-versicolor"
5.92,2.61333333333333,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.11333333333333,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.68,2.61333333333333,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.68,3,4.10666666666667,1.26666666666667,"Iris-versicolor"
5.68,2.90666666666667,4.10666666666667,1.40666666666667,"Iris-versicolor"
6.20666666666667,2.90666666666667,4.10666666666667,1.40666666666667,"Iris-versicolor"
5.11333333333333,2.33333333333333,2.96,0.84,"Iris-versicolor"
5.68,2.78,4.10666666666667,1.40666666666667,"Iris-versicolor"
6.20666666666667,3.32,6.22,2.35333333333333,"Iris-virginica"
5.92,2.61333333333333,5.12,1.82666666666667,"Iris-virginica"
7.36666666666667,3,6.22,2.06,"Iris-virginica"
6.20666666666667,2.90666666666667,5.58666666666667,1.82666666666667,"Iris-virginica"
6.41333333333333,3,5.58666666666667,2.06,"Iris-virginica"
7.36666666666667,3,6.22,2.06,"Iris-virginica"
4.94666666666667,2.61333333333333,4.49333333333333,1.57333333333333,"Iris-virginica"
7.36666666666667,2.90666666666667,6.22,1.82666666666667,"Iris-virginica"
6.73333333333333,2.61333333333333,6.22,1.82666666666667,"Iris-virginica"
7.36666666666667,3.48,6.22,2.35333333333333,"Iris-virginica"
6.41333333333333,3.16666666666667,5.12,2.06,"Iris-virginica"
6.41333333333333,2.78,5.12,1.82666666666667,"Iris-virginica"
6.73333333333333,3,5.58666666666667,2.06,"Iris-virginica"
5.68,2.61333333333333,5.12,2.06,"Iris-virginica"
5.92,2.78,5.12,2.35333333333333,"Iris-virginica"
6.41333333333333,3.16666666666667,5.12,2.35333333333333,"Iris-virginica"
6.41333333333333,3.04666666666667,5.58666666666667,1.82666666666667,"Iris-virginica"
7.36666666666667,3.89333333333333,6.22,2.06,"Iris-virginica"
7.36666666666667,2.61333333333333,6.22,2.35333333333333,"Iris-virginica"
5.92,2.33333333333333,5.12,1.57333333333333,"Iris-virginica"
6.73333333333333,3.32,5.58666666666667,2.35333333333333,"Iris-virginica"
5.68,2.78,4.81333333333333,2.06,"Iris-virginica"
7.36666666666667,2.78,6.22,2.06,"Iris-virginica"
6.20666666666667,2.78,4.81333333333333,1.82666666666667,"Iris-virginica"
6.73333333333333,3.32,5.58666666666667,2.06,"Iris-virginica"
7.36666666666667,3.32,6.22,1.82666666666667,"Iris-virginica"
6.20666666666667,2.78,4.81333333333333,1.82666666666667,"Iris-virginica"
6.20666666666667,3.04666666666667,4.81333333333333,1.82666666666667,"Iris-virginica"
6.41333333333333,2.78,5.58666666666667,2.06,"Iris-virginica"
7.36666666666667,3.04666666666667,6.22,1.57333333333333,"Iris-virginica"
7.36666666666667,2.78,6.22,1.82666666666667,"Iris-virginica"
7.36666666666667,3.89333333333333,6.22,2.06,"Iris-virginica"
6.41333333333333,2.90666666666667,5.58666666666667,2.35333333333333,"Iris-virginica"
6.41333333333333,2.90666666666667,5.12,1.57333333333333,"Iris-virginica"
6.20666666666667,2.61333333333333,5.58666666666667,1.40666666666667,"Iris-virginica"
7.36666666666667,3.04666666666667,6.22,2.35333333333333,"Iris-virginica"
6.41333333333333,3.48,5.58666666666667,2.35333333333333,"Iris-virginica"
6.41333333333333,3.16666666666667,5.58666666666667,1.82666666666667,"Iris-virginica"
5.92,3.04666666666667,4.81333333333333,1.82666666666667,"Iris-virginica"
7.36666666666667,3.16666666666667,5.58666666666667,2.06,"Iris-virginica"
6.73333333333333,3.16666666666667,5.58666666666667,2.35333333333333,"Iris-virginica"
7.36666666666667,3.16666666666667,5.12,2.35333333333333,"Iris-virginica"
5.92,2.78,5.12,1.82666666666667,"Iris-virginica"
6.73333333333333,3.32,6.22,2.35333333333333,"Iris-virginica"
6.73333333333333,3.32,5.58666666666667,2.35333333333333,"Iris-virginica"
6.73333333333333,3.04666666666667,5.12,2.35333333333333,"Iris-virginica"
6.41333333333333,2.61333333333333,5.12,2.06,"Iris-virginica"
6.41333333333333,3.04666666666667,5.12,2.06,"Iris-virginica"
6.20666666666667,3.48,5.58666666666667,2.35333333333333,"Iris-virginica"
5.92,3.04666666666667,5.12,1.82666666666667,"Iris-virginica"
